SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1274","584","1858","20240403"
"1","2","여수여행","여행","국내여행","전라남도","1282","418","1700","20240403"
"2","3","제주여행","여행","국내여행","제주특별자치도","1208","461","1669","20240403"
"3","4","경주여행","여행","국내여행","경상북도","1043","552","1595","20240403"
"4","5","군산여행","여행","국내여행","전라북도","780","264","1044","20240403"
"5","6","강릉여행","여행","국내여행","강원도","594","296","890","20240403"
"6","7","전주여행","여행","국내여행","전라북도","607","245","852","20240403"
"7","8","속초여행","여행","국내여행","강원도","509","219","728","20240403"
"8","9","목포여행","여행","국내여행","전라남도","511","209","720","20240403"
"9","10","대구여행","여행","국내여행","대구광역시","491","128","619","20240403"
