SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1257","185","1442","20250511"
"1","2","군산여행","여행","국내여행","전라북도","870","94","964","20250511"
"2","3","경주여행","여행","국내여행","경상북도","825","132","957","20250511"
"3","4","제주여행","여행","국내여행","제주특별자치도","807","129","936","20250511"
"4","5","여수여행","여행","국내여행","전라남도","636","140","776","20250511"
"5","6","강릉여행","여행","국내여행","강원도","629","106","735","20250511"
"6","7","전주여행","여행","국내여행","전라북도","568","98","666","20250511"
"7","8","대전여행","여행","국내여행","대전광역시","520","85","605","20250511"
"8","9","목포여행","여행","국내여행","전라남도","534","63","597","20250511"
"9","10","속초여행","여행","국내여행","강원도","468","69","537","20250511"
