SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1864","247","2111","20241228"
"1","2","제주여행","여행","국내여행","제주특별자치도","1267","164","1431","20241228"
"2","3","강릉여행","여행","국내여행","강원도","1056","159","1215","20241228"
"3","4","여수여행","여행","국내여행","전라남도","976","126","1102","20241228"
"4","5","군산여행","여행","국내여행","전라북도","935","91","1026","20241228"
"5","6","속초여행","여행","국내여행","강원도","894","106","1000","20241228"
"6","7","경주여행","여행","국내여행","경상북도","865","126","991","20241228"
"7","8","전주여행","여행","국내여행","전라북도","674","90","764","20241228"
"8","9","대전여행","여행","국내여행","대전광역시","589","75","664","20241228"
"9","10","목포여행","여행","국내여행","전라남도","548","84","632","20241228"
