SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2105","383","2488","20240804"
"1","2","여수여행","여행","국내여행","전라남도","1679","213","1892","20240804"
"2","3","군산여행","여행","국내여행","전라북도","1277","137","1414","20240804"
"3","4","경주여행","여행","국내여행","경상북도","1144","171","1315","20240804"
"4","5","속초여행","여행","국내여행","강원도","1119","168","1287","20240804"
"5","6","제주여행","여행","국내여행","제주특별자치도","1109","171","1280","20240804"
"6","7","강릉여행","여행","국내여행","강원도","1121","150","1271","20240804"
"7","8","남해여행","여행","국내여행","경상남도","930","120","1050","20240804"
"8","9","목포여행","여행","국내여행","전라남도","810","82","892","20240804"
"9","10","전주여행","여행","국내여행","전라북도","763","118","881","20240804"
