SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1084","601","1685","20250609"
"1","2","제주여행","여행","국내여행","제주특별자치도","761","546","1307","20250609"
"2","3","여수여행","여행","국내여행","전라남도","720","331","1051","20250609"
"3","4","강릉여행","여행","국내여행","강원도","709","335","1044","20250609"
"4","5","경주여행","여행","국내여행","경상북도","602","347","949","20250609"
"5","6","군산여행","여행","국내여행","전라북도","641","272","913","20250609"
"6","7","속초여행","여행","국내여행","강원도","486","271","757","20250609"
"7","8","전주여행","여행","국내여행","전라북도","488","222","710","20250609"
"8","9","대전여행","여행","국내여행","대전광역시","448","220","668","20250609"
"9","10","목포여행","여행","국내여행","전라남도","391","210","601","20250609"
