SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1587","669","2256","20250205"
"1","2","제주여행","여행","국내여행","제주특별자치도","1094","336","1430","20250205"
"2","3","경주여행","여행","국내여행","경상북도","784","396","1180","20250205"
"3","4","강릉여행","여행","국내여행","강원도","792","377","1169","20250205"
"4","5","여수여행","여행","국내여행","전라남도","651","307","958","20250205"
"5","6","군산여행","여행","국내여행","전라북도","681","272","953","20250205"
"6","7","대전여행","여행","국내여행","대전광역시","573","238","811","20250205"
"7","8","속초여행","여행","국내여행","강원도","527","254","781","20250205"
"8","9","전주여행","여행","국내여행","전라북도","534","243","777","20250205"
"9","10","대구여행","여행","국내여행","대구광역시","488","169","657","20250205"
