SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1942","716","2658","20240117"
"1","2","제주여행","여행","국내여행","제주특별자치도","1501","443","1944","20240117"
"2","3","여수여행","여행","국내여행","전라남도","1173","337","1510","20240117"
"3","4","경주여행","여행","국내여행","경상북도","991","274","1265","20240117"
"4","5","강릉여행","여행","국내여행","강원도","893","252","1145","20240117"
"5","6","군산여행","여행","국내여행","전라북도","814","211","1025","20240117"
"6","7","전주여행","여행","국내여행","전라북도","693","206","899","20240117"
"7","8","속초여행","여행","국내여행","강원도","597","201","798","20240117"
"8","9","대전여행","여행","국내여행","대전광역시","558","167","725","20240117"
"9","10","대구여행","여행","국내여행","대구광역시","545","178","723","20240117"
