SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1134","590","1724","20250520"
"1","2","제주여행","여행","국내여행","제주특별자치도","747","429","1176","20250520"
"2","3","경주여행","여행","국내여행","경상북도","693","447","1140","20250520"
"3","4","군산여행","여행","국내여행","전라북도","678","302","980","20250520"
"4","5","강릉여행","여행","국내여행","강원도","592","354","946","20250520"
"5","6","여수여행","여행","국내여행","전라남도","566","306","872","20250520"
"6","7","전주여행","여행","국내여행","전라북도","523","317","840","20250520"
"7","8","속초여행","여행","국내여행","강원도","444","268","712","20250520"
"8","9","대전여행","여행","국내여행","대전광역시","416","220","636","20250520"
"9","10","목포여행","여행","국내여행","전라남도","371","215","586","20250520"
