SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1017","550","1567","20250318"
"1","2","제주여행","여행","국내여행","제주특별자치도","1028","412","1440","20250318"
"2","3","경주여행","여행","국내여행","경상북도","787","479","1266","20250318"
"3","4","군산여행","여행","국내여행","전라북도","755","307","1062","20250318"
"4","5","강릉여행","여행","국내여행","강원도","580","335","915","20250318"
"5","6","여수여행","여행","국내여행","전라남도","580","327","907","20250318"
"6","7","전주여행","여행","국내여행","전라북도","520","302","822","20250318"
"7","8","대전여행","여행","국내여행","대전광역시","417","221","638","20250318"
"8","9","속초여행","여행","국내여행","강원도","386","230","616","20250318"
"9","10","대구여행","여행","국내여행","대구광역시","361","184","545","20250318"
