SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1266","199","1465","20241109"
"1","2","속초여행","여행","국내여행","강원도","1203","93","1296","20241109"
"2","3","경주여행","여행","국내여행","경상북도","943","154","1097","20241109"
"3","4","군산여행","여행","국내여행","전라북도","961","98","1059","20241109"
"4","5","제주여행","여행","국내여행","제주특별자치도","725","138","863","20241109"
"5","6","여수여행","여행","국내여행","전라남도","686","102","788","20241109"
"6","7","강릉여행","여행","국내여행","강원도","595","95","690","20241109"
"7","8","전주여행","여행","국내여행","전라북도","578","84","662","20241109"
"8","9","대구여행","여행","국내여행","대구광역시","483","49","532","20241109"
"9","10","대전여행","여행","국내여행","대전광역시","472","57","529","20241109"
