SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1104","618","1722","20250617"
"1","2","제주여행","여행","국내여행","제주특별자치도","711","642","1353","20250617"
"2","3","여수여행","여행","국내여행","전라남도","609","362","971","20250617"
"3","4","강릉여행","여행","국내여행","강원도","566","371","937","20250617"
"4","5","경주여행","여행","국내여행","경상북도","536","336","872","20250617"
"5","6","군산여행","여행","국내여행","전라북도","582","203","785","20250617"
"6","7","속초여행","여행","국내여행","강원도","483","280","763","20250617"
"7","8","대전여행","여행","국내여행","대전광역시","433","228","661","20250617"
"8","9","전주여행","여행","국내여행","전라북도","400","199","599","20250617"
"9","10","목포여행","여행","국내여행","전라남도","343","241","584","20250617"
