SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2029","198","2227","20250301"
"1","2","군산여행","여행","국내여행","전라북도","1806","112","1918","20250301"
"2","3","경주여행","여행","국내여행","경상북도","1113","142","1255","20250301"
"3","4","강릉여행","여행","국내여행","강원도","1004","130","1134","20250301"
"4","5","여수여행","여행","국내여행","전라남도","1014","100","1114","20250301"
"5","6","전주여행","여행","국내여행","전라북도","915","103","1018","20250301"
"6","7","제주여행","여행","국내여행","제주특별자치도","888","123","1011","20250301"
"7","8","대전여행","여행","국내여행","대전광역시","861","107","968","20250301"
"8","9","속초여행","여행","국내여행","강원도","838","71","909","20250301"
"9","10","대구여행","여행","국내여행","대구광역시","805","79","884","20250301"
