SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1675","717","2392","20250227"
"1","2","군산여행","여행","국내여행","전라북도","1363","431","1794","20250227"
"2","3","경주여행","여행","국내여행","경상북도","975","450","1425","20250227"
"3","4","강릉여행","여행","국내여행","강원도","910","441","1351","20250227"
"4","5","여수여행","여행","국내여행","전라남도","844","381","1225","20250227"
"5","6","전주여행","여행","국내여행","전라북도","838","349","1187","20250227"
"6","7","제주여행","여행","국내여행","제주특별자치도","867","302","1169","20250227"
"7","8","속초여행","여행","국내여행","강원도","724","324","1048","20250227"
"8","9","대전여행","여행","국내여행","대전광역시","727","264","991","20250227"
"9","10","대구여행","여행","국내여행","대구광역시","590","240","830","20250227"
