SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2718","1037","3755","20240729"
"1","2","여수여행","여행","국내여행","전라남도","2106","700","2806","20240729"
"2","3","군산여행","여행","국내여행","전라북도","1582","425","2007","20240729"
"3","4","속초여행","여행","국내여행","강원도","1319","552","1871","20240729"
"4","5","경주여행","여행","국내여행","경상북도","1263","542","1805","20240729"
"5","6","강릉여행","여행","국내여행","강원도","1276","509","1785","20240729"
"6","7","제주여행","여행","국내여행","제주특별자치도","1165","402","1567","20240729"
"7","8","남해여행","여행","국내여행","경상남도","1038","477","1515","20240729"
"8","9","목포여행","여행","국내여행","전라남도","926","333","1259","20240729"
"9","10","전주여행","여행","국내여행","전라북도","872","314","1186","20240729"
