SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1496","712","2208","20240930"
"1","2","경주여행","여행","국내여행","경상북도","1451","739","2190","20240930"
"2","3","제주여행","여행","국내여행","제주특별자치도","1088","481","1569","20240930"
"3","4","군산여행","여행","국내여행","전라북도","1080","380","1460","20240930"
"4","5","여수여행","여행","국내여행","전라남도","921","356","1277","20240930"
"5","6","전주여행","여행","국내여행","전라북도","817","398","1215","20240930"
"6","7","강릉여행","여행","국내여행","강원도","747","370","1117","20240930"
"7","8","속초여행","여행","국내여행","강원도","736","349","1085","20240930"
"8","9","대전여행","여행","국내여행","대전광역시","692","287","979","20240930"
"9","10","대구여행","여행","국내여행","대구광역시","598","250","848","20240930"
