SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1244","612","1856","20250602"
"1","2","군산여행","여행","국내여행","전라북도","1041","341","1382","20250602"
"2","3","경주여행","여행","국내여행","경상북도","871","432","1303","20250602"
"3","4","여수여행","여행","국내여행","전라남도","873","414","1287","20250602"
"4","5","강릉여행","여행","국내여행","강원도","804","395","1199","20250602"
"5","6","제주여행","여행","국내여행","제주특별자치도","816","359","1175","20250602"
"6","7","속초여행","여행","국내여행","강원도","636","296","932","20250602"
"7","8","전주여행","여행","국내여행","전라북도","588","319","907","20250602"
"8","9","대전여행","여행","국내여행","대전광역시","574","270","844","20250602"
"9","10","목포여행","여행","국내여행","전라남도","533","251","784","20250602"
