SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1930","258","2188","20240810"
"1","2","여수여행","여행","국내여행","전라남도","1370","175","1545","20240810"
"2","3","군산여행","여행","국내여행","전라북도","1156","96","1252","20240810"
"3","4","경주여행","여행","국내여행","경상북도","1065","145","1210","20240810"
"4","5","제주여행","여행","국내여행","제주특별자치도","1030","150","1180","20240810"
"5","6","강릉여행","여행","국내여행","강원도","990","177","1167","20240810"
"6","7","속초여행","여행","국내여행","강원도","979","130","1109","20240810"
"7","8","남해여행","여행","국내여행","경상남도","711","124","835","20240810"
"8","9","전주여행","여행","국내여행","전라북도","649","97","746","20240810"
"9","10","대전여행","여행","국내여행","대전광역시","614","93","707","20240810"
