SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1547","690","2237","20240507"
"1","2","여수여행","여행","국내여행","전라남도","1196","444","1640","20240507"
"2","3","제주여행","여행","국내여행","제주특별자치도","1073","397","1470","20240507"
"3","4","경주여행","여행","국내여행","경상북도","932","494","1426","20240507"
"4","5","강릉여행","여행","국내여행","강원도","674","338","1012","20240507"
"5","6","전주여행","여행","국내여행","전라북도","706","274","980","20240507"
"6","7","군산여행","여행","국내여행","전라북도","711","201","912","20240507"
"7","8","대전여행","여행","국내여행","대전광역시","579","236","815","20240507"
"8","9","목포여행","여행","국내여행","전라남도","544","230","774","20240507"
"9","10","속초여행","여행","국내여행","강원도","487","226","713","20240507"
