SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2442","303","2745","20240606"
"1","2","여수여행","여행","국내여행","전라남도","1704","165","1869","20240606"
"2","3","군산여행","여행","국내여행","전라북도","1557","125","1682","20240606"
"3","4","경주여행","여행","국내여행","경상북도","1455","150","1605","20240606"
"4","5","강릉여행","여행","국내여행","강원도","1116","157","1273","20240606"
"5","6","제주여행","여행","국내여행","제주특별자치도","1004","159","1163","20240606"
"6","7","속초여행","여행","국내여행","강원도","1006","136","1142","20240606"
"7","8","전주여행","여행","국내여행","전라북도","968","118","1086","20240606"
"8","9","목포여행","여행","국내여행","전라남도","917","83","1000","20240606"
"9","10","대전여행","여행","국내여행","대전광역시","812","108","920","20240606"
