SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1965","882","2847","20240708"
"1","2","여수여행","여행","국내여행","전라남도","1535","635","2170","20240708"
"2","3","제주여행","여행","국내여행","제주특별자치도","1132","476","1608","20240708"
"3","4","경주여행","여행","국내여행","경상북도","959","520","1479","20240708"
"4","5","강릉여행","여행","국내여행","강원도","927","433","1360","20240708"
"5","6","속초여행","여행","국내여행","강원도","890","445","1335","20240708"
"6","7","군산여행","여행","국내여행","전라북도","779","229","1008","20240708"
"7","8","대전여행","여행","국내여행","대전광역시","679","307","986","20240708"
"8","9","목포여행","여행","국내여행","전라남도","585","299","884","20240708"
"9","10","전주여행","여행","국내여행","전라북도","595","266","861","20240708"
