SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1533","721","2254","20240626"
"1","2","여수여행","여행","국내여행","전라남도","1225","498","1723","20240626"
"2","3","제주여행","여행","국내여행","제주특별자치도","1046","412","1458","20240626"
"3","4","강릉여행","여행","국내여행","강원도","835","446","1281","20240626"
"4","5","경주여행","여행","국내여행","경상북도","803","391","1194","20240626"
"5","6","속초여행","여행","국내여행","강원도","677","381","1058","20240626"
"6","7","군산여행","여행","국내여행","전라북도","761","202","963","20240626"
"7","8","대전여행","여행","국내여행","대전광역시","531","230","761","20240626"
"8","9","전주여행","여행","국내여행","전라북도","481","204","685","20240626"
"9","10","목포여행","여행","국내여행","전라남도","422","164","586","20240626"
