SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1082","409","1491","20241025"
"1","2","경주여행","여행","국내여행","경상북도","912","342","1254","20241025"
"2","3","군산여행","여행","국내여행","전라북도","779","233","1012","20241025"
"3","4","여수여행","여행","국내여행","전라남도","695","300","995","20241025"
"4","5","제주여행","여행","국내여행","제주특별자치도","665","312","977","20241025"
"5","6","강릉여행","여행","국내여행","강원도","543","248","791","20241025"
"6","7","전주여행","여행","국내여행","전라북도","541","241","782","20241025"
"7","8","속초여행","여행","국내여행","강원도","495","203","698","20241025"
"8","9","대구여행","여행","국내여행","대구광역시","520","156","676","20241025"
"9","10","통영여행","여행","국내여행","경상남도","439","137","576","20241025"
