SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1868","272","2140","20250202"
"1","2","제주여행","여행","국내여행","제주특별자치도","1158","196","1354","20250202"
"2","3","경주여행","여행","국내여행","경상북도","1121","155","1276","20250202"
"3","4","강릉여행","여행","국내여행","강원도","1007","179","1186","20250202"
"4","5","군산여행","여행","국내여행","전라북도","1061","120","1181","20250202"
"5","6","여수여행","여행","국내여행","전라남도","901","137","1038","20250202"
"6","7","전주여행","여행","국내여행","전라북도","750","127","877","20250202"
"7","8","속초여행","여행","국내여행","강원도","655","122","777","20250202"
"8","9","대전여행","여행","국내여행","대전광역시","665","90","755","20250202"
"9","10","대구여행","여행","국내여행","대구광역시","613","94","707","20250202"
