SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1653","584","2237","20250102"
"1","2","강릉여행","여행","국내여행","강원도","1017","405","1422","20250102"
"2","3","제주여행","여행","국내여행","제주특별자치도","1041","347","1388","20250102"
"3","4","경주여행","여행","국내여행","경상북도","832","312","1144","20250102"
"4","5","군산여행","여행","국내여행","전라북도","821","227","1048","20250102"
"5","6","속초여행","여행","국내여행","강원도","696","245","941","20250102"
"6","7","여수여행","여행","국내여행","전라남도","691","214","905","20250102"
"7","8","전주여행","여행","국내여행","전라북도","589","231","820","20250102"
"8","9","대전여행","여행","국내여행","대전광역시","569","176","745","20250102"
"9","10","대구여행","여행","국내여행","대구광역시","500","137","637","20250102"
