SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","886","486","1372","20250312"
"1","2","제주여행","여행","국내여행","제주특별자치도","826","342","1168","20250312"
"2","3","경주여행","여행","국내여행","경상북도","757","350","1107","20250312"
"3","4","군산여행","여행","국내여행","전라북도","765","293","1058","20250312"
"4","5","여수여행","여행","국내여행","전라남도","540","224","764","20250312"
"5","6","강릉여행","여행","국내여행","강원도","498","244","742","20250312"
"6","7","전주여행","여행","국내여행","전라북도","453","226","679","20250312"
"7","8","대전여행","여행","국내여행","대전광역시","418","211","629","20250312"
"8","9","속초여행","여행","국내여행","강원도","361","200","561","20250312"
"9","10","대구여행","여행","국내여행","대구광역시","340","198","538","20250312"
