SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1733","257","1990","20240421"
"1","2","여수여행","여행","국내여행","전라남도","1449","163","1612","20240421"
"2","3","제주여행","여행","국내여행","제주특별자치도","1328","184","1512","20240421"
"3","4","경주여행","여행","국내여행","경상북도","1271","208","1479","20240421"
"4","5","군산여행","여행","국내여행","전라북도","1056","106","1162","20240421"
"5","6","강릉여행","여행","국내여행","강원도","805","117","922","20240421"
"6","7","전주여행","여행","국내여행","전라북도","788","122","910","20240421"
"7","8","대전여행","여행","국내여행","대전광역시","686","92","778","20240421"
"8","9","대구여행","여행","국내여행","대구광역시","653","92","745","20240421"
"9","10","속초여행","여행","국내여행","강원도","625","106","731","20240421"
