SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","925","458","1383","20250613"
"1","2","제주여행","여행","국내여행","제주특별자치도","718","547","1265","20250613"
"2","3","강릉여행","여행","국내여행","강원도","569","275","844","20250613"
"3","4","여수여행","여행","국내여행","전라남도","547","290","837","20250613"
"4","5","경주여행","여행","국내여행","경상북도","517","223","740","20250613"
"5","6","군산여행","여행","국내여행","전라북도","521","169","690","20250613"
"6","7","속초여행","여행","국내여행","강원도","417","215","632","20250613"
"7","8","대전여행","여행","국내여행","대전광역시","365","211","576","20250613"
"8","9","전주여행","여행","국내여행","전라북도","360","156","516","20250613"
"9","10","대구여행","여행","국내여행","대구광역시","321","128","449","20250613"
