SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1179","176","1355","20250330"
"1","2","경주여행","여행","국내여행","경상북도","1001","146","1147","20250330"
"2","3","군산여행","여행","국내여행","전라북도","1007","87","1094","20250330"
"3","4","제주여행","여행","국내여행","제주특별자치도","913","146","1059","20250330"
"4","5","여수여행","여행","국내여행","전라남도","803","118","921","20250330"
"5","6","목포여행","여행","국내여행","전라남도","729","94","823","20250330"
"6","7","강릉여행","여행","국내여행","강원도","670","140","810","20250330"
"7","8","전주여행","여행","국내여행","전라북도","585","105","690","20250330"
"8","9","대전여행","여행","국내여행","대전광역시","513","78","591","20250330"
"9","10","속초여행","여행","국내여행","강원도","470","72","542","20250330"
