SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1016","559","1575","20250611"
"1","2","제주여행","여행","국내여행","제주특별자치도","682","432","1114","20250611"
"2","3","경주여행","여행","국내여행","경상북도","568","351","919","20250611"
"3","4","강릉여행","여행","국내여행","강원도","614","298","912","20250611"
"4","5","여수여행","여행","국내여행","전라남도","612","260","872","20250611"
"5","6","군산여행","여행","국내여행","전라북도","535","183","718","20250611"
"6","7","속초여행","여행","국내여행","강원도","448","245","693","20250611"
"7","8","대전여행","여행","국내여행","대전광역시","385","227","612","20250611"
"8","9","전주여행","여행","국내여행","전라북도","370","192","562","20250611"
"9","10","목포여행","여행","국내여행","전라남도","343","197","540","20250611"
