SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1964","585","2549","20240607"
"1","2","여수여행","여행","국내여행","전라남도","1522","323","1845","20240607"
"2","3","경주여행","여행","국내여행","경상북도","1100","332","1432","20240607"
"3","4","군산여행","여행","국내여행","전라북도","1212","164","1376","20240607"
"4","5","강릉여행","여행","국내여행","강원도","1024","309","1333","20240607"
"5","6","속초여행","여행","국내여행","강원도","1042","281","1323","20240607"
"6","7","제주여행","여행","국내여행","제주특별자치도","985","314","1299","20240607"
"7","8","전주여행","여행","국내여행","전라북도","759","229","988","20240607"
"8","9","대전여행","여행","국내여행","대전광역시","689","224","913","20240607"
"9","10","목포여행","여행","국내여행","전라남도","759","139","898","20240607"
