SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1683","655","2338","20240206"
"1","2","제주여행","여행","국내여행","제주특별자치도","1249","510","1759","20240206"
"2","3","여수여행","여행","국내여행","전라남도","1144","340","1484","20240206"
"3","4","경주여행","여행","국내여행","경상북도","913","347","1260","20240206"
"4","5","강릉여행","여행","국내여행","강원도","851","352","1203","20240206"
"5","6","군산여행","여행","국내여행","전라북도","817","230","1047","20240206"
"6","7","속초여행","여행","국내여행","강원도","590","241","831","20240206"
"7","8","전주여행","여행","국내여행","전라북도","586","217","803","20240206"
"8","9","대구여행","여행","국내여행","대구광역시","471","200","671","20240206"
"9","10","목포여행","여행","국내여행","전라남도","425","184","609","20240206"
