SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1733","818","2551","20240422"
"1","2","여수여행","여행","국내여행","전라남도","1413","523","1936","20240422"
"2","3","경주여행","여행","국내여행","경상북도","1170","608","1778","20240422"
"3","4","제주여행","여행","국내여행","제주특별자치도","1205","451","1656","20240422"
"4","5","군산여행","여행","국내여행","전라북도","941","333","1274","20240422"
"5","6","전주여행","여행","국내여행","전라북도","776","364","1140","20240422"
"6","7","강릉여행","여행","국내여행","강원도","760","374","1134","20240422"
"7","8","대전여행","여행","국내여행","대전광역시","656","270","926","20240422"
"8","9","속초여행","여행","국내여행","강원도","624","290","914","20240422"
"9","10","대구여행","여행","국내여행","대구광역시","594","240","834","20240422"
