SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1296","521","1817","20240304"
"1","2","제주여행","여행","국내여행","제주특별자치도","1229","447","1676","20240304"
"2","3","여수여행","여행","국내여행","전라남도","879","377","1256","20240304"
"3","4","경주여행","여행","국내여행","경상북도","801","426","1227","20240304"
"4","5","군산여행","여행","국내여행","전라북도","729","173","902","20240304"
"5","6","강릉여행","여행","국내여행","강원도","524","206","730","20240304"
"6","7","전주여행","여행","국내여행","전라북도","482","197","679","20240304"
"7","8","목포여행","여행","국내여행","전라남도","432","157","589","20240304"
"8","9","대구여행","여행","국내여행","대구광역시","367","220","587","20240304"
"9","10","속초여행","여행","국내여행","강원도","365","191","556","20240304"
