SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1785","851","2636","20240718"
"1","2","여수여행","여행","국내여행","전라남도","1361","622","1983","20240718"
"2","3","경주여행","여행","국내여행","경상북도","895","453","1348","20240718"
"3","4","제주여행","여행","국내여행","제주특별자치도","933","410","1343","20240718"
"4","5","강릉여행","여행","국내여행","강원도","751","397","1148","20240718"
"5","6","속초여행","여행","국내여행","강원도","744","384","1128","20240718"
"6","7","군산여행","여행","국내여행","전라북도","762","257","1019","20240718"
"7","8","남해여행","여행","국내여행","경상남도","632","209","841","20240718"
"8","9","전주여행","여행","국내여행","전라북도","557","270","827","20240718"
"9","10","목포여행","여행","국내여행","전라남도","564","256","820","20240718"
