SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1931","746","2677","20240814"
"1","2","여수여행","여행","국내여행","전라남도","1271","517","1788","20240814"
"2","3","군산여행","여행","국내여행","전라북도","1044","352","1396","20240814"
"3","4","강릉여행","여행","국내여행","강원도","985","401","1386","20240814"
"4","5","속초여행","여행","국내여행","강원도","1001","377","1378","20240814"
"5","6","경주여행","여행","국내여행","경상북도","916","413","1329","20240814"
"6","7","제주여행","여행","국내여행","제주특별자치도","895","348","1243","20240814"
"7","8","전주여행","여행","국내여행","전라북도","659","220","879","20240814"
"8","9","대전여행","여행","국내여행","대전광역시","618","237","855","20240814"
"9","10","남해여행","여행","국내여행","경상남도","580","273","853","20240814"
