SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1182","646","1828","20250625"
"1","2","제주여행","여행","국내여행","제주특별자치도","830","563","1393","20250625"
"2","3","여수여행","여행","국내여행","전라남도","672","400","1072","20250625"
"3","4","강릉여행","여행","국내여행","강원도","632","381","1013","20250625"
"4","5","경주여행","여행","국내여행","경상북도","618","279","897","20250625"
"5","6","속초여행","여행","국내여행","강원도","547","273","820","20250625"
"6","7","군산여행","여행","국내여행","전라북도","507","205","712","20250625"
"7","8","목포여행","여행","국내여행","전라남도","428","233","661","20250625"
"8","9","전주여행","여행","국내여행","전라북도","421","206","627","20250625"
"9","10","대전여행","여행","국내여행","대전광역시","427","162","589","20250625"
