SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1620","186","1806","20241208"
"1","2","제주여행","여행","국내여행","제주특별자치도","905","144","1049","20241208"
"2","3","경주여행","여행","국내여행","경상북도","766","112","878","20241208"
"3","4","군산여행","여행","국내여행","전라북도","755","83","838","20241208"
"4","5","여수여행","여행","국내여행","전라남도","733","104","837","20241208"
"5","6","강릉여행","여행","국내여행","강원도","665","135","800","20241208"
"6","7","속초여행","여행","국내여행","강원도","603","112","715","20241208"
"7","8","전주여행","여행","국내여행","전라북도","500","98","598","20241208"
"8","9","대구여행","여행","국내여행","대구광역시","473","76","549","20241208"
"9","10","목포여행","여행","국내여행","전라남도","442","80","522","20241208"
