SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1737","855","2592","20250121"
"1","2","경주여행","여행","국내여행","경상북도","1002","469","1471","20250121"
"2","3","강릉여행","여행","국내여행","강원도","971","473","1444","20250121"
"3","4","제주여행","여행","국내여행","제주특별자치도","957","360","1317","20250121"
"4","5","군산여행","여행","국내여행","전라북도","910","308","1218","20250121"
"5","6","여수여행","여행","국내여행","전라남도","847","370","1217","20250121"
"6","7","전주여행","여행","국내여행","전라북도","678","259","937","20250121"
"7","8","속초여행","여행","국내여행","강원도","594","317","911","20250121"
"8","9","대전여행","여행","국내여행","대전광역시","548","201","749","20250121"
"9","10","대구여행","여행","국내여행","대구광역시","481","200","681","20250121"
