SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1248","194","1442","20250608"
"1","2","제주여행","여행","국내여행","제주특별자치도","871","311","1182","20250608"
"2","3","여수여행","여행","국내여행","전라남도","847","141","988","20250608"
"3","4","군산여행","여행","국내여행","전라북도","848","98","946","20250608"
"4","5","강릉여행","여행","국내여행","강원도","748","134","882","20250608"
"5","6","경주여행","여행","국내여행","경상북도","754","127","881","20250608"
"6","7","속초여행","여행","국내여행","강원도","580","129","709","20250608"
"7","8","대전여행","여행","국내여행","대전광역시","579","64","643","20250608"
"8","9","전주여행","여행","국내여행","전라북도","513","110","623","20250608"
"9","10","목포여행","여행","국내여행","전라남도","502","60","562","20250608"
