SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1070","582","1652","20250409"
"1","2","경주여행","여행","국내여행","경상북도","822","497","1319","20250409"
"2","3","제주여행","여행","국내여행","제주특별자치도","887","394","1281","20250409"
"3","4","군산여행","여행","국내여행","전라북도","713","280","993","20250409"
"4","5","여수여행","여행","국내여행","전라남도","578","349","927","20250409"
"5","6","전주여행","여행","국내여행","전라북도","568","288","856","20250409"
"6","7","강릉여행","여행","국내여행","강원도","548","292","840","20250409"
"7","8","목포여행","여행","국내여행","전라남도","483","297","780","20250409"
"8","9","속초여행","여행","국내여행","강원도","446","217","663","20250409"
"9","10","대전여행","여행","국내여행","대전광역시","449","196","645","20250409"
