SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1601","220","1821","20240317"
"1","2","여수여행","여행","국내여행","전라남도","1580","159","1739","20240317"
"2","3","제주여행","여행","국내여행","제주특별자치도","1404","215","1619","20240317"
"3","4","경주여행","여행","국내여행","경상북도","1271","200","1471","20240317"
"4","5","군산여행","여행","국내여행","전라북도","1027","109","1136","20240317"
"5","6","강릉여행","여행","국내여행","강원도","796","124","920","20240317"
"6","7","전주여행","여행","국내여행","전라북도","721","97","818","20240317"
"7","8","대구여행","여행","국내여행","대구광역시","666","70","736","20240317"
"8","9","목포여행","여행","국내여행","전라남도","631","75","706","20240317"
"9","10","속초여행","여행","국내여행","강원도","525","84","609","20240317"
