SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2268","384","2652","20240714"
"1","2","여수여행","여행","국내여행","전라남도","1727","214","1941","20240714"
"2","3","제주여행","여행","국내여행","제주특별자치도","1200","160","1360","20240714"
"3","4","경주여행","여행","국내여행","경상북도","1132","178","1310","20240714"
"4","5","강릉여행","여행","국내여행","강원도","1061","186","1247","20240714"
"5","6","속초여행","여행","국내여행","강원도","1032","148","1180","20240714"
"6","7","군산여행","여행","국내여행","전라북도","1035","109","1144","20240714"
"7","8","대전여행","여행","국내여행","대전광역시","758","124","882","20240714"
"8","9","전주여행","여행","국내여행","전라북도","729","128","857","20240714"
"9","10","목포여행","여행","국내여행","전라남도","711","92","803","20240714"
