SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1459","163","1622","20240917"
"1","2","경주여행","여행","국내여행","경상북도","1186","142","1328","20240917"
"2","3","여수여행","여행","국내여행","전라남도","1009","96","1105","20240917"
"3","4","군산여행","여행","국내여행","전라북도","998","77","1075","20240917"
"4","5","제주여행","여행","국내여행","제주특별자치도","890","134","1024","20240917"
"5","6","강릉여행","여행","국내여행","강원도","634","88","722","20240917"
"6","7","속초여행","여행","국내여행","강원도","618","63","681","20240917"
"7","8","전주여행","여행","국내여행","전라북도","592","53","645","20240917"
"8","9","목포여행","여행","국내여행","전라남도","543","54","597","20240917"
"9","10","통영여행","여행","국내여행","경상남도","529","46","575","20240917"
