SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2046","707","2753","20240111"
"1","2","제주여행","여행","국내여행","제주특별자치도","1615","465","2080","20240111"
"2","3","여수여행","여행","국내여행","전라남도","1168","297","1465","20240111"
"3","4","경주여행","여행","국내여행","경상북도","1061","323","1384","20240111"
"4","5","강릉여행","여행","국내여행","강원도","884","302","1186","20240111"
"5","6","군산여행","여행","국내여행","전라북도","818","220","1038","20240111"
"6","7","속초여행","여행","국내여행","강원도","659","198","857","20240111"
"7","8","전주여행","여행","국내여행","전라북도","640","212","852","20240111"
"8","9","대구여행","여행","국내여행","대구광역시","591","206","797","20240111"
"9","10","목포여행","여행","국내여행","전라남도","557","170","727","20240111"
