SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1067","548","1615","20250514"
"1","2","경주여행","여행","국내여행","경상북도","640","401","1041","20250514"
"2","3","제주여행","여행","국내여행","제주특별자치도","701","304","1005","20250514"
"3","4","여수여행","여행","국내여행","전라남도","550","310","860","20250514"
"4","5","강릉여행","여행","국내여행","강원도","568","279","847","20250514"
"5","6","군산여행","여행","국내여행","전라북도","635","197","832","20250514"
"6","7","전주여행","여행","국내여행","전라북도","477","202","679","20250514"
"7","8","속초여행","여행","국내여행","강원도","399","255","654","20250514"
"8","9","목포여행","여행","국내여행","전라남도","419","224","643","20250514"
"9","10","대전여행","여행","국내여행","대전광역시","415","191","606","20250514"
