SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1512","203","1715","20240309"
"1","2","제주여행","여행","국내여행","제주특별자치도","1200","188","1388","20240309"
"2","3","여수여행","여행","국내여행","전라남도","1087","106","1193","20240309"
"3","4","경주여행","여행","국내여행","경상북도","957","163","1120","20240309"
"4","5","군산여행","여행","국내여행","전라북도","965","74","1039","20240309"
"5","6","강릉여행","여행","국내여행","강원도","805","106","911","20240309"
"6","7","전주여행","여행","국내여행","전라북도","597","99","696","20240309"
"7","8","속초여행","여행","국내여행","강원도","575","80","655","20240309"
"8","9","대구여행","여행","국내여행","대구광역시","550","82","632","20240309"
"9","10","목포여행","여행","국내여행","전라남도","565","46","611","20240309"
