SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1949","734","2683","20240503"
"1","2","여수여행","여행","국내여행","전라남도","1516","538","2054","20240503"
"2","3","경주여행","여행","국내여행","경상북도","1240","519","1759","20240503"
"3","4","군산여행","여행","국내여행","전라북도","1105","343","1448","20240503"
"4","5","제주여행","여행","국내여행","제주특별자치도","988","361","1349","20240503"
"5","6","전주여행","여행","국내여행","전라북도","922","356","1278","20240503"
"6","7","강릉여행","여행","국내여행","강원도","861","355","1216","20240503"
"7","8","속초여행","여행","국내여행","강원도","791","333","1124","20240503"
"8","9","대구여행","여행","국내여행","대구광역시","743","218","961","20240503"
"9","10","목포여행","여행","국내여행","전라남도","707","239","946","20240503"
