SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1273","617","1890","20250701"
"1","2","제주여행","여행","국내여행","제주특별자치도","901","689","1590","20250701"
"2","3","여수여행","여행","국내여행","전라남도","773","400","1173","20250701"
"3","4","강릉여행","여행","국내여행","강원도","738","427","1165","20250701"
"4","5","속초여행","여행","국내여행","강원도","672","376","1048","20250701"
"5","6","경주여행","여행","국내여행","경상북도","617","335","952","20250701"
"6","7","군산여행","여행","국내여행","전라북도","624","295","919","20250701"
"7","8","남해여행","여행","국내여행","경상남도","444","252","696","20250701"
"8","9","목포여행","여행","국내여행","전라남도","425","235","660","20250701"
"9","10","대전여행","여행","국내여행","대전광역시","461","198","659","20250701"
