SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1044","586","1630","20250521"
"1","2","경주여행","여행","국내여행","경상북도","640","409","1049","20250521"
"2","3","제주여행","여행","국내여행","제주특별자치도","684","342","1026","20250521"
"3","4","강릉여행","여행","국내여행","강원도","653","346","999","20250521"
"4","5","군산여행","여행","국내여행","전라북도","630","250","880","20250521"
"5","6","여수여행","여행","국내여행","전라남도","522","319","841","20250521"
"6","7","전주여행","여행","국내여행","전라북도","489","240","729","20250521"
"7","8","속초여행","여행","국내여행","강원도","410","294","704","20250521"
"8","9","대전여행","여행","국내여행","대전광역시","399","189","588","20250521"
"9","10","목포여행","여행","국내여행","전라남도","397","184","581","20250521"
