SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1408","616","2024","20240826"
"1","2","여수여행","여행","국내여행","전라남도","961","469","1430","20240826"
"2","3","제주여행","여행","국내여행","제주특별자치도","969","349","1318","20240826"
"3","4","경주여행","여행","국내여행","경상북도","893","417","1310","20240826"
"4","5","강릉여행","여행","국내여행","강원도","773","350","1123","20240826"
"5","6","속초여행","여행","국내여행","강원도","700","341","1041","20240826"
"6","7","군산여행","여행","국내여행","전라북도","724","283","1007","20240826"
"7","8","전주여행","여행","국내여행","전라북도","525","257","782","20240826"
"8","9","목포여행","여행","국내여행","전라남도","552","216","768","20240826"
"9","10","남해여행","여행","국내여행","경상남도","509","243","752","20240826"
