SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1648","955","2603","20250429"
"1","2","군산여행","여행","국내여행","전라북도","1190","514","1704","20250429"
"2","3","경주여행","여행","국내여행","경상북도","1089","587","1676","20250429"
"3","4","여수여행","여행","국내여행","전라남도","924","527","1451","20250429"
"4","5","전주여행","여행","국내여행","전라북도","868","456","1324","20250429"
"5","6","강릉여행","여행","국내여행","강원도","856","445","1301","20250429"
"6","7","제주여행","여행","국내여행","제주특별자치도","818","365","1183","20250429"
"7","8","속초여행","여행","국내여행","강원도","673","457","1130","20250429"
"8","9","대전여행","여행","국내여행","대전광역시","626","397","1023","20250429"
"9","10","목포여행","여행","국내여행","전라남도","582","382","964","20250429"
