SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1773","607","2380","20250124"
"1","2","군산여행","여행","국내여행","전라북도","904","340","1244","20250124"
"2","3","강릉여행","여행","국내여행","강원도","868","363","1231","20250124"
"3","4","경주여행","여행","국내여행","경상북도","836","366","1202","20250124"
"4","5","여수여행","여행","국내여행","전라남도","832","318","1150","20250124"
"5","6","제주여행","여행","국내여행","제주특별자치도","809","269","1078","20250124"
"6","7","전주여행","여행","국내여행","전라북도","709","270","979","20250124"
"7","8","속초여행","여행","국내여행","강원도","632","304","936","20250124"
"8","9","대구여행","여행","국내여행","대구광역시","528","162","690","20250124"
"9","10","목포여행","여행","국내여행","전라남도","449","225","674","20250124"
