SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1047","556","1603","20250522"
"1","2","경주여행","여행","국내여행","경상북도","658","392","1050","20250522"
"2","3","제주여행","여행","국내여행","제주특별자치도","706","313","1019","20250522"
"3","4","여수여행","여행","국내여행","전라남도","582","363","945","20250522"
"4","5","강릉여행","여행","국내여행","강원도","592","334","926","20250522"
"5","6","군산여행","여행","국내여행","전라북도","636","218","854","20250522"
"6","7","전주여행","여행","국내여행","전라북도","442","296","738","20250522"
"7","8","속초여행","여행","국내여행","강원도","477","255","732","20250522"
"8","9","대전여행","여행","국내여행","대전광역시","410","237","647","20250522"
"9","10","목포여행","여행","국내여행","전라남도","378","178","556","20250522"
