SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","938","525","1463","20250326"
"1","2","경주여행","여행","국내여행","경상북도","900","469","1369","20250326"
"2","3","제주여행","여행","국내여행","제주특별자치도","742","353","1095","20250326"
"3","4","군산여행","여행","국내여행","전라북도","690","269","959","20250326"
"4","5","목포여행","여행","국내여행","전라남도","565","248","813","20250326"
"5","6","여수여행","여행","국내여행","전라남도","531","273","804","20250326"
"6","7","강릉여행","여행","국내여행","강원도","495","296","791","20250326"
"7","8","전주여행","여행","국내여행","전라북도","470","239","709","20250326"
"8","9","속초여행","여행","국내여행","강원도","390","170","560","20250326"
"9","10","대전여행","여행","국내여행","대전광역시","360","157","517","20250326"
