SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1224","203","1427","20250405"
"1","2","경주여행","여행","국내여행","경상북도","976","164","1140","20250405"
"2","3","제주여행","여행","국내여행","제주특별자치도","901","162","1063","20250405"
"3","4","군산여행","여행","국내여행","전라북도","938","86","1024","20250405"
"4","5","여수여행","여행","국내여행","전라남도","697","115","812","20250405"
"5","6","목포여행","여행","국내여행","전라남도","668","80","748","20250405"
"6","7","강릉여행","여행","국내여행","강원도","614","99","713","20250405"
"7","8","전주여행","여행","국내여행","전라북도","589","105","694","20250405"
"8","9","속초여행","여행","국내여행","강원도","476","85","561","20250405"
"9","10","대전여행","여행","국내여행","대전광역시","483","67","550","20250405"
