SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1458","618","2076","20240311"
"1","2","제주여행","여행","국내여행","제주특별자치도","1337","519","1856","20240311"
"2","3","여수여행","여행","국내여행","전라남도","1045","425","1470","20240311"
"3","4","경주여행","여행","국내여행","경상북도","915","504","1419","20240311"
"4","5","군산여행","여행","국내여행","전라북도","802","275","1077","20240311"
"5","6","강릉여행","여행","국내여행","강원도","630","337","967","20240311"
"6","7","전주여행","여행","국내여행","전라북도","545","302","847","20240311"
"7","8","대전여행","여행","국내여행","대전광역시","464","198","662","20240311"
"8","9","목포여행","여행","국내여행","전라남도","487","172","659","20240311"
"9","10","속초여행","여행","국내여행","강원도","457","187","644","20240311"
