SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2294","353","2647","20240128"
"1","2","제주여행","여행","국내여행","제주특별자치도","1617","170","1787","20240128"
"2","3","여수여행","여행","국내여행","전라남도","1384","137","1521","20240128"
"3","4","경주여행","여행","국내여행","경상북도","1278","158","1436","20240128"
"4","5","군산여행","여행","국내여행","전라북도","1178","112","1290","20240128"
"5","6","강릉여행","여행","국내여행","강원도","1115","152","1267","20240128"
"6","7","전주여행","여행","국내여행","전라북도","839","112","951","20240128"
"7","8","속초여행","여행","국내여행","강원도","726","93","819","20240128"
"8","9","목포여행","여행","국내여행","전라남도","702","67","769","20240128"
"9","10","대구여행","여행","국내여행","대구광역시","698","67","765","20240128"
