SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1480","670","2150","20240409"
"1","2","경주여행","여행","국내여행","경상북도","1085","568","1653","20240409"
"2","3","여수여행","여행","국내여행","전라남도","1187","449","1636","20240409"
"3","4","제주여행","여행","국내여행","제주특별자치도","1111","437","1548","20240409"
"4","5","군산여행","여행","국내여행","전라북도","878","261","1139","20240409"
"5","6","강릉여행","여행","국내여행","강원도","640","314","954","20240409"
"6","7","전주여행","여행","국내여행","전라북도","601","298","899","20240409"
"7","8","속초여행","여행","국내여행","강원도","546","247","793","20240409"
"8","9","대구여행","여행","국내여행","대구광역시","508","216","724","20240409"
"9","10","목포여행","여행","국내여행","전라남도","484","225","709","20240409"
