SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2100","287","2387","20240127"
"1","2","제주여행","여행","국내여행","제주특별자치도","1373","177","1550","20240127"
"2","3","여수여행","여행","국내여행","전라남도","1305","120","1425","20240127"
"3","4","군산여행","여행","국내여행","전라북도","1186","109","1295","20240127"
"4","5","강릉여행","여행","국내여행","강원도","1008","147","1155","20240127"
"5","6","경주여행","여행","국내여행","경상북도","993","130","1123","20240127"
"6","7","전주여행","여행","국내여행","전라북도","832","104","936","20240127"
"7","8","속초여행","여행","국내여행","강원도","805","118","923","20240127"
"8","9","대전여행","여행","국내여행","대전광역시","700","83","783","20240127"
"9","10","대구여행","여행","국내여행","대구광역시","649","66","715","20240127"
