SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1809","775","2584","20240711"
"1","2","여수여행","여행","국내여행","전라남도","1236","519","1755","20240711"
"2","3","제주여행","여행","국내여행","제주특별자치도","995","367","1362","20240711"
"3","4","경주여행","여행","국내여행","경상북도","889","425","1314","20240711"
"4","5","강릉여행","여행","국내여행","강원도","868","409","1277","20240711"
"5","6","속초여행","여행","국내여행","강원도","872","397","1269","20240711"
"6","7","군산여행","여행","국내여행","전라북도","744","232","976","20240711"
"7","8","대전여행","여행","국내여행","대전광역시","639","208","847","20240711"
"8","9","목포여행","여행","국내여행","전라남도","538","183","721","20240711"
"9","10","전주여행","여행","국내여행","전라북도","492","209","701","20240711"
