SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1494","180","1674","20240914"
"1","2","경주여행","여행","국내여행","경상북도","1437","206","1643","20240914"
"2","3","여수여행","여행","국내여행","전라남도","1101","152","1253","20240914"
"3","4","군산여행","여행","국내여행","전라북도","1104","99","1203","20240914"
"4","5","제주여행","여행","국내여행","제주특별자치도","878","123","1001","20240914"
"5","6","속초여행","여행","국내여행","강원도","747","91","838","20240914"
"6","7","강릉여행","여행","국내여행","강원도","728","110","838","20240914"
"7","8","전주여행","여행","국내여행","전라북도","695","71","766","20240914"
"8","9","목포여행","여행","국내여행","전라남도","695","68","763","20240914"
"9","10","통영여행","여행","국내여행","경상남도","561","79","640","20240914"
