SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1162","144","1306","20241012"
"1","2","경주여행","여행","국내여행","경상북도","945","166","1111","20241012"
"2","3","제주여행","여행","국내여행","제주특별자치도","890","151","1041","20241012"
"3","4","군산여행","여행","국내여행","전라북도","947","91","1038","20241012"
"4","5","여수여행","여행","국내여행","전라남도","710","107","817","20241012"
"5","6","강릉여행","여행","국내여행","강원도","619","118","737","20241012"
"6","7","전주여행","여행","국내여행","전라북도","593","87","680","20241012"
"7","8","대구여행","여행","국내여행","대구광역시","538","84","622","20241012"
"8","9","속초여행","여행","국내여행","강원도","538","66","604","20241012"
"9","10","대전여행","여행","국내여행","대전광역시","495","86","581","20241012"
