SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1343","618","1961","20240314"
"1","2","제주여행","여행","국내여행","제주특별자치도","1212","459","1671","20240314"
"2","3","여수여행","여행","국내여행","전라남도","1029","421","1450","20240314"
"3","4","경주여행","여행","국내여행","경상북도","980","467","1447","20240314"
"4","5","군산여행","여행","국내여행","전라북도","794","303","1097","20240314"
"5","6","강릉여행","여행","국내여행","강원도","659","359","1018","20240314"
"6","7","전주여행","여행","국내여행","전라북도","566","243","809","20240314"
"7","8","목포여행","여행","국내여행","전라남도","488","198","686","20240314"
"8","9","속초여행","여행","국내여행","강원도","452","208","660","20240314"
"9","10","대구여행","여행","국내여행","대구광역시","439","215","654","20240314"
