SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1429","178","1607","20240330"
"1","2","여수여행","여행","국내여행","전라남도","1286","126","1412","20240330"
"2","3","경주여행","여행","국내여행","경상북도","1218","181","1399","20240330"
"3","4","제주여행","여행","국내여행","제주특별자치도","1153","163","1316","20240330"
"4","5","군산여행","여행","국내여행","전라북도","979","98","1077","20240330"
"5","6","강릉여행","여행","국내여행","강원도","727","92","819","20240330"
"6","7","전주여행","여행","국내여행","전라북도","671","93","764","20240330"
"7","8","목포여행","여행","국내여행","전라남도","585","65","650","20240330"
"8","9","속초여행","여행","국내여행","강원도","493","101","594","20240330"
"9","10","대구여행","여행","국내여행","대구광역시","532","59","591","20240330"
